        # step       J       T       B             H             M           chi
         43600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         43700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         43800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         43900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         44000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         44100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         44200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         44300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         44400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         44500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         44600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         44700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         44800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         44900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         45000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         45100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         45200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         45300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         45400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         45500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         45600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         45700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         45800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         45900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         46000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         46100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         46200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         46300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         46400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         46500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         46600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         46700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         46800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         46900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         47000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         47100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         47200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         47300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         47400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         47500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         47600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         47700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         47800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         47900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         48000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         48100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         48200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         48300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         48400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         48500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         48600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         48700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         48800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         48900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         49000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         49100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         49200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         49300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         49400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         49500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         49600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         49700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         49800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         49900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         50000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         50100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         50200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         50300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         50400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         50500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         50600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         50700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         50800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         50900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         51000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         51100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         51200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         51300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         51400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         51500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         51600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         51700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         51800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         51900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         52000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         52100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         52200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         52300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         52400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         52500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         52600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         52700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         52800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         52900     1.0     1.0     2.0   -142.000000      0.960000      0.078400
         53000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         53100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         53200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         53300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         53400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         53500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         53600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         53700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         53800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         53900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         54000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         54100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         54200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         54300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         54400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         54500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         54600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         54700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         54800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         54900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         55000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         55100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         55200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         55300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         55400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         55500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
         55600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
