        # step       J       T       B             H             M           chi
       1950500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1950600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1950700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1950800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1950900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1951000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1951100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1951200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1951300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1951400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1951500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1951600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1951700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1951800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1951900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1952000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1952100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1952200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1952300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1952400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1952500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1952600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1952700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1952800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1952900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1953000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1953100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1953200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1953300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1953400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1953500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1953600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1953700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1953800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1953900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1954000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1954100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1954200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1954300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1954400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1954500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1954600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1954700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1954800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1954900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1955000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1955100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1955200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1955300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1955400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1955500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1955600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1955700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1955800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1955900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1956000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1956100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1956200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1956300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1956400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1956500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1956600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1956700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1956800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1956900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1957000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1957100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1957200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1957300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1957400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1957500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1957600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1957700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1957800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1957900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1958000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1958100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1958200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1958300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1958400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1958500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1958600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1958700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1958800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1958900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1959000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1959100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1959200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1959300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1959400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1959500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1959600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1959700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1959800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1959900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1960000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1960100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1960200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1960300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1960400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1960500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1960600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1960700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1960800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1960900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1961000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1961100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1961200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1961300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1961400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1961500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1961600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1961700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1961800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1961900     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       1962000     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       1962100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1962200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1962300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1962400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1962500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1962600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1962700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1962800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1962900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1963000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1963100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1963200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1963300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1963400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1963500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1963600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1963700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1963800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1963900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1964000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1964100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1964200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1964300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1964400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1964500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1964600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1964700     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       1964800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1964900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1965000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1965100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1965200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1965300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1965400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1965500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1965600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1965700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1965800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1965900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1966000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1966100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1966200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1966300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1966400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1966500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1966600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1966700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1966800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1966900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1967000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1967100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1967200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1967300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1967400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1967500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1967600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1967700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1967800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1967900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1968000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1968100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1968200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1968300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1968400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1968500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1968600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1968700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1968800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1968900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1969000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1969100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1969200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1969300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1969400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1969500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1969600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1969700     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       1969800     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       1969900     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       1970000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1970100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1970200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1970300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1970400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1970500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1970600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1970700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1970800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1970900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1971000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1971100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1971200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1971300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1971400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1971500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1971600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1971700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1971800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1971900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1972000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1972100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1972200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1972300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1972400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1972500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1972600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1972700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1972800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1972900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1973000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1973100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1973200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1973300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1973400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1973500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1973600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1973700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1973800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1973900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1974000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1974100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1974200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1974300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1974400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1974500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1974600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1974700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1974800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1974900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1975000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1975100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1975200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1975300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1975400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1975500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1975600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1975700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1975800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1975900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1976000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1976100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1976200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1976300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1976400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1976500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1976600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1976700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1976800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1976900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1977000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1977100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1977200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1977300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1977400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1977500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1977600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1977700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1977800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1977900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1978000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1978100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1978200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1978300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1978400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1978500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1978600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1978700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1978800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1978900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1979000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1979100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1979200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1979300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1979400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1979500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1979600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1979700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1979800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1979900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1980000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1980100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1980200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1980300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1980400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1980500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1980600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1980700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1980800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1980900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1981000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1981100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1981200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1981300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1981400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1981500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1981600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1981700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1981800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1981900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1982000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1982100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1982200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1982300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1982400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1982500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1982600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1982700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1982800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1982900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1983000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1983100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1983200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1983300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1983400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1983500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1983600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1983700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1983800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1983900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1984000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1984100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1984200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1984300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1984400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1984500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1984600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1984700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1984800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1984900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1985000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1985100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1985200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1985300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1985400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1985500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1985600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1985700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1985800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1985900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1986000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1986100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1986200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1986300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1986400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1986500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1986600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1986700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1986800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1986900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1987000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1987100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1987200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1987300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1987400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1987500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1987600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1987700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1987800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1987900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1988000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1988100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1988200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1988300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1988400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1988500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1988600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1988700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1988800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1988900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1989000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1989100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1989200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1989300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1989400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1989500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1989600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1989700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1989800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1989900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1990000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1990100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1990200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1990300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1990400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1990500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1990600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1990700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1990800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1990900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1991000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1991100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1991200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1991300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1991400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1991500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1991600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1991700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1991800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1991900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1992000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1992100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1992200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1992300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1992400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1992500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1992600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       1992700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
